"SpeciesCode","ScientificName","Family","GrowthHabit","GrowthHabitSub","Duration","Noxious","SG_Group","SynonymOf","created_user","created_date","last_edited_user","last_edited_date","GlobalID","CommonName","DateLoadedInDb","SpeciesState","Notes","UpdatedSpeciesCode","AllCalcs"
"LESAS","Leymus salinus (M.E. Jones) . Lve ssp. salinus","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D705038D-C644-46AD-9159-758BC9BFFAD0}","saline wildrye","2018-09-01","UT",NA,NA,NA
"LESA4","Leymus salinus (M.E. Jones) Á. Löve Show All","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CCE3240D-8CB6-484A-A97B-FB4072630717}","saline wildrye","2018-09-01","UT",NA,NA,NA
"LETR5","Leymus triticoides (Buckley) Pilg.","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FD86A4F7-A7D6-4B5F-9BAA-2E20887C09DE}","beardless wildrye","2018-09-01","UT",NA,"LESI5",NA
"LIPU","Liatris punctata Hook. ","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D1968CB1-3CC9-4089-977E-779B4D0D4534}","dotted blazing star","2018-09-01","UT",NA,NA,NA
"LIFI","Ligusticum filicinum S. Watson","Apiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C434BB3C-10F9-482D-8D2B-F93D52BCA2E3}","fernleaf licorice-root","2018-09-01","UT",NA,NA,NA
"LESI5","Leymus simplex (Scribn. & T.A. Williams) D.R. Dewey ","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{32643F81-90FE-4E1B-AD9B-CBB7449BF5DA}","alkali wildrye","2018-09-01","UT",NA,NA,NA
"LIPO","Ligusticum porteri J.M. Coult. & Rose","Apiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D753969E-1701-460E-8E0C-E48C7DE5B977}","Porter's licorice-root","2018-09-01","UT",NA,"LEOF",NA
"LILIU","Lilium L.","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CE9BCF79-ED9E-46F4-AFA3-AC11CFF5303B}","lily","2018-09-01","UT",NA,NA,NA
"LIAR2","Linanthus arenicola (M.E. Jones) Jeps. & V. Bailey","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C982D9BD-0CC4-4B69-A7C6-030337EB54C0}","sanddune linanthus","2018-09-01","UT",NA,NA,NA
"LINAN2AF","Linanthus Benth.","Polemoniaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CEA82E9C-CC75-4ECA-B43D-37103EF35131}","linathus","2018-09-01","UT","Invalid code for LINAN2",NA,NA
"LICA36","Linanthus caespitosus (Nutt.) J.M. Porter & L.A. Johnson","Polemoniaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B49C4EA9-073F-47CA-975F-D6B32B41F917}","mat prickly phlox","2018-09-01","UT",NA,NA,NA
"LIPU11","Linanthus pungens (Torr.) J.M. Porter & L.A. Johnson","Polemoniaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D924BE59-9B8A-44B4-822C-8106283D2292}","granite prickly phlox","2018-09-01","UT",NA,NA,NA
"LINAN2","Linanthus spp.","Polemoniaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DFFA754D-54D7-4D74-9B6C-6D5FDCC404B9}","Linanthus","2018-09-01","UT",NA,NA,NA
"LIWA4","Linanthus watsonii (A. Gray) J.M. Porter & L.A. Johnson","Polemoniaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CFEE5092-8B9C-496B-A941-F2D818145B48}","Watson's prickly phlox","2018-09-01","UT",NA,NA,NA
"LIDA","Linaria dalmatica (L.) Mill.","Scrophulariaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{ADF0CF7B-3F6A-4C54-BBD8-35E21BDCBDF4}","Dalmatian toadflax","2018-09-01","UT",NA,NA,NA
"LIGED","Linaria genistifolia (L.) Mill. ssp. dalmatica (L.) Maire & Petitm.","Scrophulariaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2DE5DDB6-8FE3-4730-B84A-A49906089885}","Dalmatian toadflax","2018-09-01","UT",NA,"LIDAD",NA
"LIVU2","Linaria vulgaris Mill.","Scrophulariaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5A6DB2C3-4F68-49E8-AFFD-665E8DC1EAA5}","butter and eggs","2018-09-01","UT",NA,NA,NA
"LILI6","Linaria vulgaris Mill. ","Scrophulariaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9890FF43-F63B-48C6-99AB-F17B01072829}","butter and eggs","2018-09-01","UT",NA,"LIVU2",NA
"LIBOA","Linnaea borealis L. ssp. americana (Forbes) Hultén ex R.T. Clausen ","Caprifoliaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2F93A68D-A5CB-4BDB-87A9-72709997D057}","twinflower","2018-09-01","UT",NA,NA,NA
"LIBO3","Linnaea borealis L. ","Caprifoliaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3B2CFA60-0EC9-4CC0-9DEE-87319DF15F4B}","twinflower","2018-09-01","UT",NA,NA,NA
"LIAR3","Linum aristatum","Linaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DD562F9C-77DC-4FEB-8418-3887A480F60B}","bristle flax","2018-09-01","UT",NA,NA,NA
"LIAU4","Linum australe A. Heller","Linaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{12B66EE1-71E1-40F8-B64B-88A88065B567}","southern flax","2018-09-01","UT",NA,"LIAR3",NA
"LINUM","Linum L.","Linaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A43BA4B4-1640-4F61-B310-ABAAE1E418CE}","flax","2018-09-01","UT",NA,NA,NA
"LILEL4","Linum lewisii","Linaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8BFA4433-1E59-4EE0-88C2-927C3146118E}","blue flax","2018-09-01","UT",NA,NA,NA
"LILE3","Linum lewisii Pursh","Linaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{956980C4-A19B-4578-8B67-9FD40D38B36C}","Lewis flax","2018-09-01","UT",NA,NA,NA
"LILEA","Linum lewisii Pursh var. alpicola Jeps.","Linaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A1949D6C-69A9-4235-AAEF-6896D5EA3BF8}","prairie flax","2018-09-01","UT",NA,NA,NA
"LILEL2","Linum lewisii Pursh var. lewisii","Linaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0B28F825-AB45-4B58-856B-759BD8814A4F}","prairie flax","2018-09-01","UT",NA,NA,NA
"LINE","Linum neomexicanum Greene","Linaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5DC711B4-884C-4B07-B0B8-30CD6C1A95EA}","New Mexico yellow flax","2018-09-01","UT",NA,"LILEL2",NA
"LIPE2","Linum perenne","Linaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{435E59D6-D5BC-4762-B3ED-85275DBDC612}","Blue flax","2018-09-01","UT",NA,NA,NA
"LIPEL2","Linum perenne L. var. lewisii (Pursh) Eaton & J. Wright","Linaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2BC41B5F-2818-4AC4-92E9-C2405DFCD190}","prairie flax","2018-09-01","UT",NA,NA,NA
"LIPR","Linum pratense (Norton) Small","Linaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{88C7C92E-E4CA-45B8-81CA-347A95868654}","meadow flax","2018-09-01","UT",NA,NA,NA
"LIPU4","Linum puberulum (Engelm.) A. Heller","Linaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{179C6815-A9DA-4459-BE92-8591FC21BCDC}","plains flax","2018-09-01","UT",NA,NA,NA
"LIRI","Linum rigidum Pursh ","Linaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2CA4575C-6EDF-47A7-8124-FEC7AADDD6EA}","stiffstem flax","2018-09-01","UT",NA,NA,NA
"LISU5","Linum subteres (Trel.) Winkl.","Linaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9917B004-D0AC-4327-B474-AABF2A61EF88}","sprucemont flax","2018-09-01","UT",NA,NA,NA
"LIWR2","Lippia wrightii","Verbenaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0506E2F2-75F7-4A4C-AA02-C9E53DF3632D}","Wright's beebrush","2018-09-01","UT",NA,"ALWR",NA
"LITHO2","Lithophragma spp.","Saxifragaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C323483D-77E2-404A-AE55-C4BB90121FBC}","Woodland-star","2018-09-01","UT",NA,NA,NA
"LICA13","Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.","Boraginaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EFB283C9-42C0-409A-B319-F240D574E920}","Carolina puccoon","2018-09-01","UT",NA,NA,NA
"LIIN2","Lithospermum incisum Lehm.","Boraginaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3E23738E-5BED-4DC2-93A6-290118D0EF41}","narrowleaf stoneseed","2018-09-01","UT",NA,NA,NA
"LITHO3","Lithospermum L.","Boraginaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{765E3623-368C-4FFC-8D87-6369C888D770}","stoneseed","2018-09-01","UT",NA,NA,NA
"LIMU3","Lithospermum multiflorum Torr. ex A. Gray","Boraginaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{77D7D063-C9E7-4FC7-B138-DA760B24C88A}","manyflowered stoneseed","2018-09-01","UT",NA,"LIIN2",NA
"LIRU4","Lithospermum ruderale","Boraginaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CE9BDEB0-23C1-4876-8ADD-6A786FCEB94A}","Western stoneseed","2018-09-01","UT",NA,NA,NA
"LLSES2","Lloydia serotina (L.) Salisb. ex Rchb. var. serotina ","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5A138761-A059-4D44-BB93-AE404E4434E6}","common alplily","2018-09-01","UT",NA,NA,NA
"LOMU","Lolium multiflorum Lam.","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A76CEB89-6415-491C-B1F1-09B75D94B9D5}","annual ryegrass","2018-09-01","UT",NA,NA,NA
"LOPE","Lolium perenne L.","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{391DADC4-124F-4CD3-9547-69FC1EEAB543}","perennial ryegrass","2018-09-01","UT",NA,NA,NA
"LOTET","Lolium temulentum L. ssp. temulentum ","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{78A1A686-4F18-4FD4-B231-815B0F829DA0}","Darnel ryegrass","2018-09-01","UT",NA,NA,NA
"LOBIL","Lomatium bicolor (S. Watson) J.M. Coult. & Rose var. leptocarpum (Torr. & A. Gray) Schlessman","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CA4EEF2A-BDDA-4337-93F2-6649789A3336}","Wasatch desertparsley","2018-09-01","UT",NA,NA,NA
"LODI","Lomatium dissectum (Nutt.) Mathias & Constance","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CCEA2248-70F7-4191-B195-E72AC76165B7}","fernleaf biscuitroot","2018-09-01","UT",NA,"LOBIL",NA
"LOFO","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DDFB7C6F-77E7-449A-AA44-1F829543427D}","desert biscuitroot","2018-09-01","UT",NA,NA,NA
"LOGR","Lomatium grayi (J.M. Coult. & Rose) J.M. Coult. & Rose","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E828500C-5CBA-44F4-ACF6-EA6FFE3D41F8}","Gray's biscuitroot","2018-09-01","UT",NA,NA,NA
"LOJU","Lomatium juniperinum (M.E. Jones) J.M. Coult. & Rose","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{07092DAA-3B85-49AF-9407-FC5BC5E02551}","juniper biscuitroot","2018-09-01","UT",NA,"LOFOM",NA
"LODIE","Lomatium dissectum (Nutt.) Mathias & Constance var. eatonii (J.M. Coult. & Rose) Cronquist","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1E11C80E-85A2-4204-8BD7-DCAC37A9B263}","fernleaf biscuitroot","2018-09-01","UT",NA,NA,NA
"LODIM","Lomatium dissectum (Nutt.) Mathias & Constance var. multifidum ","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F1752DDB-84C7-4509-9E59-AC6E5177955B}","carrotleaf biscuitroot","2018-09-01","UT",NA,NA,NA
"LOEA","Lomatium eastwoodiae (J.M. Coult. & Rose) J.F. Macbr.","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{789294C3-D729-4CF3-AE0D-EE735F260DDD}","Eastwood's desertparsley","2018-09-01","UT",NA,"LODIM",NA
"LOFOM","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. macdougalii (J.M. Coult. & Rose) W.L. Theobald","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{743D3855-D1FB-405B-B0AB-C7C58D11F097}","Macdougals biscuitroot","2018-09-01","UT",NA,NA,NA
"LOGRG2","Lomatium grayi (J.M. Coult. & Rose) J.M. Coult. & Rose var. grayi","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{52543D8D-2F59-44C0-9741-27E9C378DB83}","Gray's biscuitroot","2018-09-01","UT",NA,"LOFOM",NA
"LOLA4","Lomatium latilobum (Rydb.) Mathias","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E678EF1C-BED4-4082-AA61-0FAAB66FFEB2}","Canyonlands biscuitroot","2018-09-01","UT",NA,NA,NA
"LOMA3","Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AD92E8D0-B445-47B3-83BA-536A8C37D42E}","bigseed biscuitroot","2018-09-01","UT",NA,"LOLA4",NA
"LONEN","Lomatium nevadense (S. Watson) J.M. Coult. & Rose var. nevadense","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{22616651-58FE-4808-B1E5-30D16A0E53F8}","Nevada biscuitroot","2018-09-01","UT",NA,NA,NA
"LOOR","Lomatium orientale J.M. Coult. & Rose ","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{31EE4063-603A-48C1-AA57-DB31C6632F35}","Northern Idaho biscuitroot","2018-09-01","UT",NA,NA,NA
"LOPA","Lomatium parryi (S. Watson) J.F. Macbr. ","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{23C1AA6D-F5E2-4BB5-B164-9E3465C5F333}","Utah desertparsley","2018-09-01","UT",NA,NA,NA
"LOSIS","Lomatium simplex (Nutt.) J.F. Macbr. var. simplex","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AC3DF588-7281-4807-8F9B-7C4011426F9C}","Great Basin desertparsley","2018-09-01","UT",NA,NA,NA
"LOMAT","Lomatium species","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{00563E2B-A502-4AAC-A744-3229258187B1}","desertparsley","2018-09-01","UT",NA,NA,NA
"LOTR2","Lomatium triternatum (Pursh) J.M. Coult. & Rose ssp. platycarpum (Torr.) Cronquist","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8C2155BE-4261-4A82-8042-C7C390B2EB14}","Great Basin desertparsley","2018-09-01","UT",NA,NA,NA
"LOTRP","Lomatium triternatum (Pursh) J.M. Coult. & Rose ssp. platycarpum (Torr.) Cronquist","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C2692C7F-3172-4EEA-A209-ADBB751C5C17}","Great Basin desertparsley","2018-09-01","UT",NA,"LOSIS",NA
"LOIN5","Lonicera involucrata (Richardson) Banks ex Spreng.","Caprifoliaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0EDA44CF-B92D-4087-BA8F-543558C6FC3B}","twinberry honeysuckle","2018-09-01","UT",NA,"LIBOA",NA
"LOINI","Lonicera involucrata (Richardson) Banks ex Spreng. var. involucrata","Caprifoliaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{BD2FE0A7-716E-4DE8-B9E5-D5223F1D7EA2}","twinberry honeysuckle","2018-09-01","UT",NA,NA,NA
"LOEL2","Lophopyrum elongatum (Host) . Lve","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6B13005D-9A72-4B94-926D-30FA6A95D824}","tall wheatgrass","2018-09-01","UT",NA,"THPO7",NA
"LOCO6","Lotus corniculatus","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DE65B4C7-AC57-4F4A-8F91-F9424626489A}","Bird’s-foot trefoil","2018-09-01","UT",NA,NA,NA
"LOTUS","Lotus L.","Fabaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EA2A1527-1493-4569-B79B-09053225B004}","trefoil","2018-09-01","UT",NA,NA,NA
"LOUT3","Lotus utahensis Ottley","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{69C26DF2-13CD-401F-902B-EE54701CFB38}","Utah bird's-ffot trefoil","2018-09-01","UT",NA,NA,NA
"LOWR","Lotus wrightii","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{574AC6EB-F919-42D0-8045-B284BE73413A}","Wright's deervetch","2018-09-01","UT",NA,NA,NA
"LURE2","Ludwigia repens J.R. Forst. ","Onagraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EB01F53A-7E4D-4750-99A9-E2E64932EF63}","creeping primrose-willow","2018-09-01","UT",NA,NA,NA
"LUAL5","Lupinus —alpestris A. Nelson (pro sp.) [argenteus — caudatus]","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DA19AA71-DD5C-4876-BA20-1C66E8B26528}","Great Basin lupine","2018-09-01","UT",NA,NA,NA
"LUAM","Lupinus ammophilus Greene","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3E98D7F5-AE2D-4A33-9FBB-001476BE3221}","sand lupine","2018-09-01","UT",NA,NA,NA
"LUAM4","Lupinus amniculi-cervi C.P. Sm.","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{69463316-E765-440C-9977-AD37C31E1B70}","Utah lupine","2018-09-01","UT",NA,"LUCAU",NA
"LUAM6","Lupinus amplus Greene","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{25CB0047-6381-481B-9621-84E7BCA64E21}","Baker's lupine","2018-09-01","UT",NA,NA,NA
"LUAR10","Lupinus arcenthinus Greene","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C026053A-130D-4EDD-80DD-EF6B3961DBAF}","Baker's lupine","2018-09-01","UT",NA,"LUBAB",NA
"LUAR3","Lupinus argenteus","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{36FA0E05-E135-4A01-852B-3125D0810F60}","silvery lupine","2018-09-01","UT",NA,NA,NA
